"household_id","cluster_id","country","region_type","household_size","head_age","head_gender","head_education","monthly_income","employed_members","electricity_access","water_access","internet_access","health_insurance","distance_health_facility","owns_land","livestock_count","interview_date","response_status","sampling_weight"
"HH01274",184,"South Africa","Urban",7,59,"Male","Tertiary",36199,3,1,1,1,0,1.7,0,1,2025-03-22,"Complete",144.898697675671
"HH01275",192,"Namibia","Urban",8,23,"Female","Primary",20985,2,1,1,1,0,2.3,1,4,2025-03-31,"Complete",116.119104041718
"HH01276",53,"Zambia","Rural",7,71,"Male","Primary",8544,2,0,1,1,1,3,1,2,2025-02-09,"Complete",77.565098402556
"HH01277",84,"Zambia","Rural",9,49,"Female","Primary",2427,2,0,1,0,1,2.2,1,1,2025-02-17,"Complete",160.7547675143
"HH01278",181,"Malawi","Rural",5,62,"Female","Primary",9542,2,1,1,0,0,3.2,0,1,2025-03-09,"Partial",131.531196972355
"HH01279",13,"Zambia","Rural",3,42,"Male","Primary",3192,2,1,1,1,0,3,0,1,2025-02-27,"Partial",74.5558260241523
"HH01280",63,"Botswana","Rural",8,18,"Female","Primary",1862,3,0,1,1,0,2.1,0,0,2025-02-14,"Refused",113.030824332964
"HH01281",209,"Zimbabwe","Rural",11,51,"Male","Secondary",NA,2,1,1,1,1,4.6,0,2,2025-01-14,"Complete",70.6904394668527
"HH01282",192,"Mozambique","Rural",4,56,"Male","Tertiary",12573,0,1,1,1,1,4,0,3,2025-02-09,"Complete",81.1102425097488
"HH01283",169,"South Africa","Rural",3,55,"Male","No education",4327,1,1,1,0,0,0.6,1,2,2025-01-05,"Complete",124.112965050153
"HH01284",111,"South Africa","Urban",3,36,"Male","No education",18273,0,0,0,0,0,5.3,1,0,2025-01-21,"Complete",57.9410510719754
"HH01285",238,"South Africa","Rural",6,39,"Male","No education",3083,2,1,1,0,0,3.6,1,3,2025-03-10,"Complete",155.879454349633
"HH01286",201,"Zambia","Rural",3,47,"Male","Primary",3447,0,1,1,0,1,10,0,2,2025-02-10,"Complete",183.462476648856
"HH01287",226,"Tanzania","Rural",4,43,"Male","Secondary",2537,1,1,0,0,1,8.6,0,3,2025-02-06,"Complete",128.59312959481
"HH01288",56,"Tanzania","Rural",8,66,"Female","Secondary",NA,3,0,1,0,0,4.6,0,5,2025-01-16,"Complete",119.843580084853
"HH01289",205,"Namibia","Urban",5,62,"Male","Secondary",1952,3,1,1,1,0,4.2,0,4,2025-01-19,"Complete",185.848858300596
"HH01290",167,"Mozambique","Rural",4,48,"Male","Secondary",8308,2,0,1,1,0,1,0,2,2025-01-14,"Complete",62.8734080819413
"HH01291",19,"Botswana","Rural",6,73,"Female","No education",2481,1,1,1,0,0,5.9,1,1,2025-02-15,"Complete",121.453994791955
"HH01292",170,"Mozambique","Rural",5,49,"Female","Secondary",1250,2,1,0,1,1,3.8,0,2,2025-02-06,"Complete",92.1645405702293
"HH01293",233,"South Africa","Rural",7,37,"Male","Tertiary",7366,4,0,1,1,0,8.1,0,3,2025-02-12,"Complete",111.938001960516
"HH01294",43,"Mozambique","Rural",5,54,"Male","Primary",2820,2,1,1,1,0,1.8,0,2,2025-01-02,"Complete",127.137981681153
"HH01295",150,"South Africa","Urban",4,65,"Female","Secondary",5568,2,1,1,1,0,3.3,1,1,2025-01-06,"Complete",67.2406879835762
"HH01296",90,"Mozambique","Urban",3,54,"Male","No education",11149,2,1,0,0,0,1.9,1,3,2025-03-11,"Complete",175.16893518623
"HH01297",65,"Namibia","Rural",7,20,"Male","No education",3711,3,0,1,0,0,6.6,0,2,2025-01-21,"Refused",128.138469881378
"HH01298",16,"South Africa","Urban",3,59,"Female","Primary",2509,1,1,1,1,0,3.2,1,0,2025-02-19,"Complete",66.0036007990129
"HH01299",162,"South Africa","Rural",5,31,"Male","Primary",3528,1,1,1,1,1,3.6,0,5,2025-02-20,"Complete",169.113356037997
"HH01300",49,"South Africa","Rural",6,32,"Female","Secondary",15941,2,0,1,0,1,7.3,1,3,2025-03-03,"Complete",57.9122285009362
"HH01301",94,"Namibia","Rural",3,47,"Male","Tertiary",3230,1,0,1,0,0,2.1,1,2,2025-02-18,"Complete",73.4120011678897
"HH01302",250,"Malawi","Rural",2,55,"Male","Secondary",3527,0,0,1,0,0,4.1,0,0,2025-03-01,"Complete",143.777526449412
"HH01303",106,"Zambia","Rural",7,45,"Male","Secondary",898,3,1,1,0,0,4.1,1,2,2025-01-26,"Complete",135.660692863166
"HH01304",229,"South Africa","Rural",2,52,"Female","Primary",2643,1,1,0,1,0,2.5,1,4,2025-02-15,"Complete",171.112874965183
"HH01305",19,"Zambia","Rural",3,18,"Female","No education",1034,0,1,1,0,0,4.6,1,0,2025-01-04,"Refused",120.318221033085
"HH01306",230,"Botswana","Rural",8,28,"Male","Secondary",13531,2,0,1,1,0,7.6,1,3,2025-02-14,"Complete",55.2063011447899
"HH01307",220,"Malawi","Urban",4,19,"Female",NA,9000,3,1,0,0,0,2.9,0,0,2025-02-06,"Complete",187.834030098747
"HH01308",179,"South Africa","Urban",5,37,"Male","Tertiary",11098,1,1,0,1,0,1.7,1,2,2025-02-26,"Complete",54.0783397736959
"HH01309",194,"Botswana","Rural",2,65,"Male","Primary",4355,1,1,1,1,0,3,1,2,2025-03-03,"Complete",58.6825183825567
"HH01310",178,"Malawi","Rural",5,59,"Male","No education",1819,1,1,1,0,0,1.4,0,0,2025-02-16,"Complete",104.008163744584
"HH01311",198,"Zambia","Urban",9,37,"Male","Secondary",19397,5,0,0,0,0,1.5,0,3,2025-01-23,"Complete",198.488562612329
"HH01312",238,"South Africa","Urban",4,67,"Female","Primary",4052,3,1,1,1,1,2.2,1,2,2025-01-07,"Complete",182.594757899642
"HH01313",71,"Mozambique","Rural",4,69,"Female","No education",996,2,1,1,1,1,3.7,1,1,2025-01-12,"Complete",86.5329379914328
"HH01314",104,"Botswana","Rural",6,64,"Male","Tertiary",7764,2,0,1,1,0,1.1,0,3,2025-01-26,"Complete",172.370435262565
"HH01315",223,"Malawi","Urban",6,57,"Female","Secondary",15729,4,1,1,0,1,NA,0,0,2025-01-30,"Partial",85.5565361329354
"HH01316",226,"Zambia","Urban",5,18,"Male","Primary",5815,2,1,1,1,0,4.5,1,4,2025-01-10,"Complete",145.968804426957
"HH01317",104,"South Africa","Rural",6,51,"Male","Tertiary",4212,1,1,1,0,0,3.8,1,2,2025-01-18,"Complete",52.8261588769965
"HH01318",58,"Malawi","Rural",2,48,"Female","Secondary",5797,0,1,1,0,0,0.8,0,2,2025-03-16,"Complete",78.0989466002211
"HH01319",250,"South Africa","Rural",6,32,"Male","Primary",1765,1,1,1,1,0,NA,0,2,2025-01-08,"Complete",110.994887747802
"HH01320",67,"Tanzania","Rural",8,53,"Male","Primary",3643,3,0,1,0,0,5,1,2,2025-03-11,"Partial",82.7186372131109
"HH01321",82,"South Africa","Urban",5,37,"Female","Secondary",12177,1,1,0,0,1,8.2,1,2,2025-03-24,"Complete",114.405619585887
"HH01322",129,"Zimbabwe","Rural",8,42,"Female","Secondary",10355,4,1,0,1,1,7.7,1,0,2025-03-19,"Complete",150.985214777756
"HH01323",193,"South Africa","Rural",6,21,"Female","Tertiary",34636,2,0,1,1,0,2.5,1,1,2025-01-04,"Complete",109.107838978525
"HH01324",120,"Mozambique","Urban",2,68,"Male","Secondary",7940,1,1,1,0,1,3.7,1,1,2025-01-20,"Complete",55.2311946637928
"HH01325",63,"South Africa","Urban",2,42,"Male","Secondary",12269,1,1,1,0,0,5.3,1,0,2025-02-25,"Complete",122.383553895634
"HH01326",129,"Mozambique","Urban",5,49,"Male","Tertiary",3955,3,1,1,0,0,1.1,0,1,2025-01-06,"Partial",182.270373601932
"HH01327",198,"Botswana","Urban",10,35,"Male","No education",3062,1,1,1,1,1,6.1,1,2,2025-03-01,"Complete",82.0376929012127
"HH01328",192,"Zambia","Urban",2,35,"Male","Secondary",7320,0,1,1,0,0,1.7,1,2,2025-03-04,"Complete",176.153723872267
"HH01329",110,"South Africa","Rural",3,42,"Male","Primary",4227,0,1,1,0,1,2.9,0,2,2025-01-07,"Complete",107.331756793428
"HH01330",42,"Namibia","Urban",3,34,"Male","No education",4781,0,0,0,0,0,2.6,1,3,2025-01-27,"Complete",133.487755188253
"HH01331",90,"Namibia","Rural",4,41,"Male","Tertiary",7868,2,1,1,1,0,2.8,1,0,2025-01-23,"Complete",134.044134640135
"HH01332",30,"Zambia","Urban",8,44,"Male","Tertiary",6201,6,1,1,0,1,4.7,0,2,2025-02-22,"Complete",155.029455537442
"HH01333",86,"South Africa","Urban",3,49,"Female","No education",9838,2,1,1,0,0,1.4,1,4,2025-03-03,"Partial",187.936338630971
"HH01334",126,"Namibia","Rural",5,32,"Male","Primary",1835,2,0,1,0,0,2.7,0,4,2025-03-06,"Complete",111.657317797653
"HH01335",122,"South Africa","Urban",2,46,"Male","Tertiary",13701,0,1,1,0,1,2.3,0,2,2025-02-04,"Complete",138.814469566569
"HH01336",80,"Tanzania","Rural",3,18,"Male","Primary",4510,0,1,1,0,1,3.9,1,1,2025-03-13,"Complete",156.579983641859
"HH01337",185,"Zimbabwe","Rural",5,77,"Female","Primary",3723,4,1,1,0,0,4.7,0,2,2025-03-26,"Complete",187.735387252178
"HH01338",130,"Mozambique","Urban",9,47,"Female","No education",8176,3,0,1,1,0,4.1,1,2,2025-03-13,"Partial",86.871998582501
"HH01339",123,"South Africa","Rural",4,40,"Male","Primary",6465,1,1,1,1,0,1.6,0,2,2025-03-21,"Complete",111.141649249475
"HH01340",245,"Zimbabwe","Rural",4,60,"Male","Secondary",3072,0,1,0,1,1,3.2,1,0,2025-02-22,"Complete",194.401224970352
"HH01341",122,"Zimbabwe","Rural",3,62,"Male","Secondary",2340,1,1,1,0,1,4.4,0,5,2025-01-13,"Complete",148.767621535808
"HH01342",145,"Malawi","Urban",2,59,"Female","Secondary",7717,1,1,1,0,0,5.6,0,1,2025-01-05,"Partial",60.7699779327959
"HH01343",119,"Malawi","Rural",7,90,"Female","Tertiary",6549,2,0,1,0,0,10.5,0,1,2025-01-22,"Complete",118.858948419802
"HH01344",220,"Zimbabwe","Rural",4,39,"Male","Secondary",21100,1,1,0,0,0,8.1,0,3,2025-02-20,"Complete",126.431030209642
"HH01345",169,"Zambia","Urban",7,45,"Male","Primary",12250,2,1,1,0,0,3.1,1,3,2025-03-05,"Complete",187.854264152702
"HH01346",193,"Malawi","Rural",8,18,"Male","Secondary",5038,3,1,1,1,0,2.4,0,3,2025-02-03,"Complete",55.4804952349514
"HH01347",95,"South Africa","Rural",4,28,"Female","Primary",5391,2,1,1,0,0,NA,1,5,2025-03-15,"Complete",91.079288488254
"HH01348",131,"Botswana","Urban",5,38,"Male","Tertiary",37025,1,1,1,1,1,NA,0,1,2025-03-21,"Complete",55.8918889262713
"HH01349",118,"South Africa","Urban",4,50,"Female","Primary",16245,1,0,1,1,1,1.1,0,2,2025-02-27,"Complete",88.9404860441573
"HH01350",238,"South Africa","Rural",5,23,"Male","Secondary",6438,1,1,1,1,0,0.3,0,0,2025-02-08,"Complete",93.3928224258125
"HH01351",158,"Mozambique","Rural",3,37,"Male","Primary",3058,0,0,1,0,1,2.9,1,5,2025-03-17,"Complete",149.97824174352
"HH01352",214,"Zimbabwe","Rural",4,55,"Male","No education",2072,3,1,1,1,0,4,1,1,2025-03-26,"Complete",114.698401105125
"HH01353",26,"Mozambique","Rural",7,59,"Female","Secondary",8727,5,1,1,0,0,4.9,1,4,2025-03-02,"Refused",81.343767256476
"HH01354",230,"Tanzania","Rural",5,64,"Male","Tertiary",12725,1,1,1,1,1,4.8,0,2,2025-02-13,"Complete",125.805877835955
"HH01355",225,"Mozambique","Rural",7,62,"Female","Secondary",9823,2,1,1,0,0,1.6,0,1,2025-01-25,"Complete",166.052480577491
"HH01356",78,"South Africa","Rural",6,49,"Female","Secondary",2381,0,0,1,1,0,0.5,0,1,2025-01-30,"Complete",119.954096176662
"HH01357",190,"South Africa","Rural",5,62,"Female","Secondary",5622,2,1,1,1,0,5.2,1,1,2025-03-11,"Partial",164.821890136227
"HH01358",221,"Namibia","Rural",5,43,"Female","Primary",5586,2,1,0,1,1,1.8,1,0,2025-01-06,"Complete",66.6936702793464
"HH01359",38,"Botswana","Urban",5,37,"Male","Primary",13135,0,0,1,1,0,1.9,1,2,2025-03-09,"Complete",95.9016450680792
"HH01360",29,"Zambia","Urban",7,34,"Female","Primary",2812,5,1,1,1,0,5.2,1,3,2025-01-16,"Complete",159.081974474248
"HH01361",150,"Mozambique","Urban",5,38,"Female","Secondary",7438,2,1,1,0,0,1.4,1,1,2025-03-23,"Partial",128.389983135276
"HH01362",158,"Mozambique","Urban",2,50,"Male","Secondary",12400,0,1,1,0,1,0.8,1,1,2025-01-08,"Partial",87.6592831569724
"HH01363",182,"South Africa","Urban",5,60,"Male","Primary",6155,2,1,1,0,0,1.4,1,4,2025-02-06,"Partial",165.189153770916
"HH01364",38,"Namibia","Rural",3,54,"Male","Primary",7995,1,1,1,0,1,2.4,0,1,2025-03-09,"Complete",120.148474816233
"HH01365",162,"Zimbabwe","Rural",5,48,"Male","Secondary",3127,2,1,1,0,1,5.1,0,2,2025-01-01,"Complete",75.470533547923
"HH01366",146,"Tanzania","Rural",2,48,"Female",NA,4514,0,0,1,0,0,2.9,0,0,2025-02-02,"Complete",89.539931260515
"HH01367",247,"Namibia","Urban",5,56,"Male","Secondary",3540,0,1,1,0,0,2.7,0,0,2025-03-30,"Complete",180.852881912142
"HH01368",223,"Botswana","Rural",2,39,"Male","Tertiary",4872,0,1,0,0,0,3.5,1,1,2025-03-07,"Complete",179.165850428399
"HH01369",155,"Zimbabwe","Rural",6,19,"Male","Primary",9782,0,1,1,1,0,1.6,0,2,2025-03-09,"Complete",106.70870335307
"HH01370",170,"South Africa","Urban",8,50,"Male","Secondary",6859,3,1,0,0,0,2.8,0,1,2025-03-02,"Complete",131.871660938486
"HH01371",85,"South Africa","Rural",2,42,"Female","Secondary",3577,1,0,1,0,1,4.9,0,3,2025-03-01,"Complete",197.033031051978
"HH01372",92,"Tanzania","Rural",5,38,"Male","No education",2251,2,0,1,0,0,0.5,0,3,2025-03-04,"Complete",111.892803071532
"HH01373",110,"South Africa","Urban",2,38,"Female","Primary",3043,0,1,1,1,0,9,0,2,2025-01-05,"Complete",168.260167283006
"HH01374",23,"Zimbabwe","Rural",6,68,"Female","Secondary",5355,3,1,0,1,0,8.5,0,2,2025-02-14,"Partial",190.974611102138
"HH01375",79,"Mozambique","Rural",8,43,"Male","Tertiary",NA,2,1,0,0,1,6.6,1,0,2025-02-25,"Complete",62.2194512980059
"HH01376",2,"Zimbabwe","Rural",4,32,"Male","Secondary",NA,0,1,1,0,1,2.7,0,0,2025-01-29,"Complete",129.669682169333
"HH01377",10,"Zimbabwe","Rural",9,34,"Male","Secondary",7385,4,0,1,0,0,3.1,0,2,2025-03-14,"Complete",92.1224479796365
"HH01378",131,"Tanzania","Rural",3,56,"Female","Primary",854,1,1,0,1,0,3.3,0,0,2025-03-18,"Complete",68.8356037833728
"HH01379",54,"South Africa","Rural",3,78,"Female","Secondary",2187,1,1,1,0,0,4,1,4,2025-01-08,"Complete",139.936071867123
"HH01380",196,"Botswana","Rural",4,75,"Female","Primary",1822,1,1,1,1,0,0.6,0,4,2025-03-02,"Complete",130.236988095567
"HH01381",61,"South Africa","Rural",6,45,"Female","Secondary",1889,1,1,1,0,1,5,0,4,2025-01-22,"Complete",97.9928678134456
"HH01382",209,"Mozambique","Rural",4,19,"Female","No education",325,2,1,0,0,0,4.8,1,2,2025-03-12,"Complete",183.393329719547
"HH01383",221,"Zambia","Rural",6,26,"Male","Secondary",2484,2,0,1,1,1,2,1,2,2025-03-11,"Complete",198.097923316527
"HH01384",203,"Zimbabwe","Rural",6,60,"Female","Primary",4526,4,1,0,0,1,9.7,0,2,2025-01-01,"Complete",153.185371041764
"HH01385",141,"Zambia","Rural",4,34,"Female","Secondary",3146,2,1,1,0,0,1.1,0,1,2025-02-02,"Complete",165.902423171792
"HH01386",230,"Malawi","Urban",7,28,"Male","Secondary",13077,2,1,1,0,1,5.2,1,3,2025-03-26,"Refused",196.1611389881
"HH01387",193,"Malawi","Urban",5,59,"Female","Tertiary",7720,1,0,0,0,1,6,0,3,2025-03-16,"Partial",188.531673222315
"HH01388",224,"Mozambique","Urban",4,56,"Female","No education",1961,2,1,1,0,0,6.1,1,1,2025-02-19,"Complete",108.356705028564
"HH01389",5,"Mozambique","Rural",5,41,"Male","Primary",1016,1,1,0,0,0,5.2,1,2,2025-02-01,"Complete",164.619021362159
"HH01390",116,"Tanzania","Rural",6,57,"Female","No education",1709,3,0,1,1,0,2.8,1,0,2025-01-21,"Complete",185.458735364955
"HH01391",43,"Tanzania","Rural",8,65,"Male",NA,1894,4,1,1,1,1,2.7,0,1,2025-03-18,"Complete",73.8934108172543
"HH01392",156,"South Africa","Urban",9,35,"Male","Primary",910,2,0,0,0,1,3.3,0,1,2025-01-14,"Complete",121.162444748916
"HH01393",99,"South Africa","Rural",4,58,"Female","Primary",15880,1,1,1,0,1,1,1,1,2025-02-22,"Complete",187.178842781577
"HH01394",120,"South Africa","Rural",8,36,"Male","Primary",850,3,1,0,0,0,3,0,2,2025-01-29,"Complete",121.825207630172
"HH01395",207,"Zambia","Rural",9,56,"Male","Primary",1086,7,1,1,0,1,3.4,0,2,2025-01-31,"Partial",56.3540579169057
"HH01396",168,"South Africa","Rural",8,45,"Female","Secondary",NA,1,1,0,0,0,0.8,0,2,2025-01-07,"Complete",193.307356536388
"HH01397",56,"Namibia","Rural",7,46,"Female","Secondary",4680,2,1,1,0,0,6.1,0,1,2025-01-13,"Complete",158.712010190357
"HH01398",229,"Zambia","Urban",4,62,"Male","Tertiary",13818,2,1,1,1,0,1.6,0,3,2025-03-19,"Complete",126.084773475304
"HH01399",214,"Botswana","Rural",4,50,"Male","Primary",3465,2,1,0,0,0,4.9,1,2,2025-03-17,"Complete",138.853690971155
"HH01400",250,"South Africa","Rural",3,37,"Male","Tertiary",2416,1,1,1,1,0,NA,0,3,2025-03-27,"Complete",180.281821312383
"HH01401",180,"Malawi","Rural",6,57,"Female","Secondary",4039,2,1,1,0,0,3.6,1,2,2025-03-14,"Complete",93.0639811209403
"HH01402",29,"South Africa","Urban",6,66,"Female","Primary",5759,2,1,1,0,0,1.5,0,3,2025-02-16,"Complete",101.966914534569
"HH01403",16,"Mozambique","Rural",6,18,"Male","Primary",2004,2,0,1,0,0,2.8,0,2,2025-03-18,"Partial",162.253412790596
"HH01404",135,"Botswana","Rural",8,62,"Male","Primary",2075,3,1,1,0,1,NA,1,1,2025-01-27,"Complete",168.783994182013
"HH01405",183,"Zimbabwe","Rural",4,44,"Female","Secondary",6186,1,1,1,0,0,5.4,0,3,2025-03-26,"Complete",80.746050842572
"HH01406",173,"Namibia","Urban",5,57,"Male","Secondary",3994,3,1,1,1,0,4.4,0,1,2025-01-08,"Complete",164.380007446744
"HH01407",79,"South Africa","Urban",2,52,"Female",NA,15928,0,1,1,1,1,4.6,1,4,2025-02-28,"Refused",138.755264203064
"HH01408",247,"Namibia","Urban",5,59,"Male","Primary",1522,1,1,1,0,0,6.5,1,3,2025-02-01,"Complete",175.095836608671
"HH01409",80,"Tanzania","Urban",6,54,"Female","No education",11507,1,1,1,1,0,6.8,0,1,2025-02-27,"Complete",91.6985837626271
"HH01410",200,"Mozambique","Rural",3,18,"Female","Secondary",6358,0,1,1,0,0,2.9,0,0,2025-02-21,"Complete",92.0470960321836
"HH01411",132,"Botswana","Urban",4,63,"Male","Primary",2578,0,1,1,0,1,1.4,1,2,2025-03-01,"Complete",158.895083982497
"HH01412",245,"South Africa","Rural",5,48,"Male","Tertiary",3806,3,1,0,1,1,7.4,1,2,2025-02-23,"Partial",100.621652253903
"HH01413",78,"South Africa","Rural",4,56,"Male","Tertiary",13296,1,1,0,0,0,9.2,1,3,2025-01-02,"Complete",70.9951887722127
"HH01414",150,"Botswana","Urban",4,34,"Male","Secondary",10547,2,1,1,1,1,NA,0,1,2025-03-16,"Complete",65.6803572434001
"HH01415",206,"Botswana","Rural",8,46,"Male",NA,3555,1,1,1,1,0,1.5,1,3,2025-02-06,"Complete",64.3347909091972
"HH01416",79,"Malawi","Rural",5,60,"Female","Tertiary",12728,1,1,1,0,0,0.5,1,0,2025-02-02,"Refused",52.0833626505919
"HH01417",148,"South Africa","Rural",3,38,"Male","Primary",4845,1,1,1,1,0,10.4,0,0,2025-03-30,"Complete",177.483845641837
"HH01418",99,"Zambia","Rural",5,76,"Female","Secondary",4059,2,1,1,0,1,0.5,1,1,2025-01-29,"Complete",81.7637757281773
"HH01419",151,"Zimbabwe","Rural",5,35,"Male","Primary",2208,1,1,0,0,0,0.8,1,1,2025-01-08,"Complete",154.241824545898
"HH01420",54,"South Africa","Rural",5,50,"Male","Primary",6985,2,0,1,1,0,3.8,1,1,2025-02-07,"Complete",152.453016187064
"HH01421",66,"Mozambique","Urban",3,23,"Female","Secondary",17584,2,1,1,1,0,5.1,0,2,2025-03-13,"Complete",61.2862898618914
"HH01422",36,"South Africa","Rural",5,27,"Female","Secondary",4245,3,1,1,0,0,2.1,1,2,2025-03-25,"Complete",169.846915616654
"HH01423",151,"Mozambique","Rural",5,29,"Male","Secondary",5611,3,1,1,1,0,2,1,2,2025-03-24,"Complete",148.50864080945
"HH01424",231,"Mozambique","Rural",6,35,"Male","Tertiary",19565,2,1,0,0,0,0.9,0,1,2025-03-26,"Complete",163.433431403246
"HH01425",90,"South Africa","Rural",6,74,"Female","No education",1620,2,1,1,0,0,9.6,0,2,2025-03-02,"Complete",183.376315748319
"HH01426",1,"Zambia","Rural",3,85,"Male","No education",981,0,1,1,1,1,1.8,0,1,2025-02-24,"Complete",97.8927766438574
"HH01427",124,"Mozambique","Rural",2,39,"Female","Primary",3598,0,1,1,0,0,1.1,1,2,2025-02-22,"Complete",124.742655176669
"HH01428",148,"Botswana","Rural",6,53,"Female","No education",2773,2,0,1,1,0,8.6,1,2,2025-01-16,"Complete",187.213307002094
"HH01429",138,"Zimbabwe","Rural",5,53,"Female","Secondary",4947,1,1,1,1,0,3.3,0,1,2025-02-12,"Complete",74.6525939437561
"HH01430",87,"Tanzania","Urban",7,52,"Male","Secondary",2802,4,0,1,0,0,4.6,1,3,2025-01-13,"Complete",129.266213846859
"HH01431",149,"South Africa","Rural",5,42,"Male","Secondary",7052,2,1,1,0,1,5.6,0,2,2025-03-12,"Partial",56.0800256673247
"HH01432",219,"Zambia","Urban",4,32,"Female","No education",2544,2,1,1,0,0,3.5,1,2,2025-01-28,"Complete",122.288233879954
"HH01433",102,"Zambia","Rural",4,64,"Male","Primary",3074,3,1,1,0,1,6.3,0,3,2025-01-01,"Complete",89.2448464990593
"HH01434",55,"Mozambique","Urban",4,27,"Male","Primary",1461,1,1,0,0,0,3.4,1,2,2025-01-17,"Refused",116.553844406735
"HH01435",216,"Mozambique","Urban",7,52,"Female","Secondary",17241,3,0,1,0,0,0.8,1,0,2025-02-01,"Complete",64.6003784611821
"HH01436",75,"Mozambique","Rural",6,53,"Male","Secondary",16703,2,1,1,1,0,3.4,1,0,2025-01-10,"Complete",182.584633398801
"HH01437",213,"South Africa","Urban",3,32,"Male","Primary",7360,1,1,1,0,0,0.7,0,0,2025-02-02,"Complete",180.462143186014
"HH01438",16,"South Africa","Rural",4,44,"Male","Primary",3939,1,1,1,0,0,1.9,0,4,2025-01-22,"Complete",78.8082351558842
"HH01439",232,"Zambia","Urban",4,42,"Female","Primary",2527,2,1,1,0,1,1.4,1,0,2025-03-01,"Complete",124.012016796041
"HH01440",30,"South Africa","Rural",2,44,"Male","No education",2951,0,0,0,1,0,3.6,0,3,2025-03-02,"Complete",174.461106723174
"HH01441",65,"Malawi","Rural",3,39,"Male","Primary",3256,0,0,1,0,0,NA,1,0,2025-01-29,"Complete",122.681596560869
"HH01442",197,"Tanzania","Rural",5,46,"Female","Secondary",6074,2,0,1,0,1,2.2,0,1,2025-03-01,"Complete",88.4448287659325
"HH01443",163,"Zimbabwe","Rural",2,38,"Male","No education",3240,1,1,1,0,1,4.4,0,1,2025-02-05,"Partial",113.075080956332
"HH01444",113,"South Africa","Urban",2,40,"Male","Primary",5706,0,1,0,0,0,2.9,0,2,2025-01-31,"Partial",131.879778287839
"HH01445",155,"Zimbabwe","Rural",2,18,"Female","Primary",3123,1,1,0,0,0,7.7,1,2,2025-03-09,"Partial",54.8669898300432
"HH01446",91,"Namibia","Urban",6,50,"Female","Tertiary",11820,1,1,1,1,0,7.1,1,2,2025-01-28,"Complete",141.876630217303
"HH01447",155,"Botswana","Rural",3,41,"Male",NA,2385,2,1,1,0,1,2.5,0,0,2025-03-08,"Complete",161.297437665053
"HH01448",47,"Malawi","Rural",3,54,"Female","Primary",10370,0,0,1,0,0,6,0,4,2025-01-07,"Partial",187.160306202713
"HH01449",36,"Mozambique","Rural",5,37,"Male","Primary",3457,2,0,0,1,0,1.4,1,3,2025-02-12,"Complete",124.7208404704
"HH01450",166,"Botswana","Rural",4,43,"Female","Tertiary",13516,2,1,1,1,1,1.2,0,2,2025-02-26,"Complete",157.024972175714
"HH01451",188,"Namibia","Urban",5,50,"Female","Tertiary",9567,1,1,0,0,0,5.2,0,2,2025-02-25,"Complete",148.687827214599
"HH01452",107,"Botswana","Urban",4,65,"Female","Secondary",2298,1,1,0,0,0,4.5,1,1,2025-02-27,"Complete",137.003800750244
"HH01453",5,"Malawi","Rural",4,47,"Male","Primary",13879,1,1,1,0,1,NA,1,4,2025-03-08,"Refused",175.009217183106
"HH01454",183,"Zimbabwe","Rural",7,65,"Female","Primary",2989,4,1,1,0,0,3.5,0,0,2025-03-18,"Complete",101.098886772525
"HH01455",137,"South Africa","Rural",5,30,"Female","Secondary",23119,3,1,1,1,1,1.7,0,3,2025-03-12,"Complete",95.7457239972427
"HH01456",226,"Malawi","Rural",2,72,"Male","Primary",3436,1,1,1,0,0,0.3,0,1,2025-03-04,"Complete",178.1187038403
"HH01457",183,"South Africa","Rural",6,18,"Female","Secondary",15564,0,1,1,0,0,4.4,1,2,2025-02-20,"Complete",75.7346134749241
"HH01458",115,"Namibia","Rural",6,35,"Male","Primary",12551,2,1,1,0,0,2.2,0,4,2025-02-13,"Complete",171.157314698212
"HH01459",217,"Zambia","Rural",3,57,"Male","Primary",5895,2,1,0,0,0,1.2,0,2,2025-01-04,"Complete",197.551449353341
"HH01460",250,"Namibia","Rural",7,50,"Female","Primary",2079,3,1,1,0,0,1,1,3,2025-02-01,"Complete",160.328331799246
"HH01461",168,"South Africa","Urban",6,47,"Male","Secondary",1385,2,1,1,0,0,7.4,0,1,2025-02-27,"Complete",99.3250270490535
"HH01462",80,"Zimbabwe","Rural",4,57,"Male","No education",4240,1,1,1,0,0,0.4,0,0,2025-03-29,"Partial",65.0825456948951
"HH01463",158,"Mozambique","Rural",6,71,"Female","Secondary",10164,3,0,1,1,1,3.4,0,1,2025-01-20,"Partial",103.783671616111
"HH01464",48,"Zambia","Rural",10,51,"Female","Secondary",21745,4,1,1,1,1,7,1,1,2025-01-16,"Complete",182.496657012962
"HH01465",66,"Mozambique","Rural",3,63,"Male","Secondary",2863,1,1,1,0,1,1.8,0,7,2025-02-19,"Partial",100.081437896006
"HH01466",15,"Mozambique","Urban",6,57,"Female","Tertiary",15986,2,0,1,0,1,5.4,1,4,2025-01-08,"Complete",95.6806284957565
"HH01467",96,"South Africa","Rural",7,21,"Female","Primary",1740,3,1,0,0,0,2.1,0,2,2025-02-17,"Complete",137.548579578288
"HH01468",42,"Namibia","Rural",4,44,"Male",NA,5853,1,1,1,0,0,1.7,1,0,2025-02-03,"Complete",149.774052330758
