"household_id","panel","wave","panel_wave","income","employment","expenditure"
"P2_H838",2,2,1,42894,1,21400
"P2_H839",2,2,1,56305,1,45167
"P2_H840",2,2,1,60142,1,43111
"P2_H841",2,2,1,52367,1,34482
"P2_H842",2,2,1,21357,1,39131
"P2_H843",2,2,1,82032,1,43683
"P2_H844",2,2,1,55387,1,47094
"P2_H845",2,2,1,73896,1,34843
"P2_H846",2,2,1,59352,1,32638
"P2_H847",2,2,1,125309,0,33556
"P2_H848",2,2,1,44129,0,23707
"P2_H849",2,2,1,46101,0,43068
"P2_H850",2,2,1,44662,1,55092
"P2_H851",2,2,1,61157,1,39659
"P2_H852",2,2,1,47315,1,38923
"P2_H853",2,2,1,35108,1,69834
"P2_H854",2,2,1,37201,0,86763
"P2_H855",2,2,1,80835,1,90966
"P2_H856",2,2,1,52977,1,43133
"P2_H857",2,2,1,39576,0,98344
"P2_H858",2,2,1,76942,1,39551
"P2_H859",2,2,1,117182,1,42782
"P2_H860",2,2,1,57635,1,23044
"P2_H861",2,2,1,85379,0,35629
"P2_H862",2,2,1,58079,1,71871
"P2_H863",2,2,1,79014,1,50419
"P2_H864",2,2,1,59160,1,120659
"P2_H865",2,2,1,60876,0,34702
"P2_H866",2,2,1,64115,1,50642
"P2_H867",2,2,1,67296,1,50582
"P2_H868",2,2,1,62747,0,54796
"P2_H869",2,2,1,66299,1,44578
"P2_H870",2,2,1,52638,1,52276
"P2_H871",2,2,1,104064,0,71471
"P2_H872",2,2,1,39831,0,29696
"P2_H873",2,2,1,53387,1,37787
"P2_H874",2,2,1,62824,1,34343
"P2_H875",2,2,1,60400,1,59071
"P2_H876",2,2,1,40288,0,56235
"P2_H877",2,2,1,68885,1,38919
"P2_H878",2,2,1,51383,0,41218
"P2_H879",2,2,1,80212,1,56601
"P2_H880",2,2,1,111110,1,51003
"P2_H881",2,2,1,89683,1,41048
"P2_H882",2,2,1,36357,1,38012
"P2_H883",2,2,1,44974,1,30905
"P2_H884",2,2,1,38088,0,36784
"P2_H885",2,2,1,48834,0,43420
"P2_H886",2,2,1,36158,1,23448
"P2_H887",2,2,1,40624,1,24705
"P2_H888",2,2,1,33154,1,31227
"P2_H889",2,2,1,20012,0,28185
"P2_H890",2,2,1,62240,0,67170
"P2_H891",2,2,1,49076,1,60799
"P2_H892",2,2,1,39233,0,51118
"P2_H893",2,2,1,81023,1,52751
"P2_H894",2,2,1,52179,0,24696
"P2_H895",2,2,1,45517,1,48042
"P2_H896",2,2,1,33111,1,71230
"P2_H897",2,2,1,35527,1,33512
"P2_H898",2,2,1,65023,1,51489
"P2_H899",2,2,1,87624,1,37674
"P2_H900",2,2,1,69760,1,29663
"P2_H901",2,2,1,83039,1,56422
"P2_H902",2,2,1,81514,1,18438
"P2_H903",2,2,1,133874,0,60168
"P2_H904",2,2,1,62335,1,78310
"P2_H905",2,2,1,37646,0,38807
"P2_H906",2,2,1,29471,1,42596
"P2_H907",2,2,1,65493,0,88182
"P2_H908",2,2,1,70929,1,29710
"P2_H909",2,2,1,91400,1,35884
"P2_H910",2,2,1,69027,0,24654
"P2_H911",2,2,1,33200,1,27621
"P2_H912",2,2,1,82259,0,50675
"P2_H913",2,2,1,43399,0,31035
"P2_H914",2,2,1,109899,1,67655
"P2_H915",2,2,1,43927,1,37494
"P2_H916",2,2,1,29845,0,38802
"P2_H917",2,2,1,128151,0,33498
"P2_H918",2,2,1,41118,0,43402
"P2_H919",2,2,1,42995,1,64149
"P2_H920",2,2,1,32301,1,41294
"P2_H921",2,2,1,55859,1,59887
"P2_H922",2,2,1,57911,0,34273
"P2_H923",2,2,1,38092,1,74902
"P2_H924",2,2,1,26515,0,39435
"P2_H925",2,2,1,48383,1,45375
"P2_H926",2,2,1,50232,1,47493
"P2_H927",2,2,1,31996,1,41693
"P2_H928",2,2,1,46621,1,29395
"P2_H929",2,2,1,38644,0,35852
"P2_H930",2,2,1,18793,1,53539
"P2_H931",2,2,1,72621,1,23143
"P2_H932",2,2,1,44634,0,48535
"P2_H933",2,2,1,84783,1,79481
"P2_H934",2,2,1,29978,0,43539
"P2_H935",2,2,1,64433,1,59070
"P2_H936",2,2,1,41180,1,27598
"P2_H937",2,2,1,43071,0,29002
"P2_H938",2,2,1,61125,1,53619
"P2_H939",2,2,1,56732,0,49699
"P2_H940",2,2,1,32806,1,40205
"P2_H941",2,2,1,39386,1,63950
"P2_H942",2,2,1,46551,1,31257
"P2_H943",2,2,1,49340,1,53063
"P2_H944",2,2,1,40065,1,51031
"P2_H945",2,2,1,81030,1,30080
"P2_H946",2,2,1,67979,1,41857
"P2_H947",2,2,1,70294,0,35389
"P2_H948",2,2,1,37856,1,33429
"P2_H949",2,2,1,89659,0,54374
"P2_H950",2,2,1,45719,0,77183
"P2_H951",2,2,1,42167,0,35912
"P2_H952",2,2,1,52734,1,38390
"P2_H953",2,2,1,36184,0,44095
"P2_H954",2,2,1,103617,1,42935
"P2_H955",2,2,1,49562,0,48374
"P2_H956",2,2,1,73551,1,54205
"P2_H957",2,2,1,50726,1,50206
"P2_H958",2,2,1,44849,1,45220
"P2_H959",2,2,1,45420,1,68176
"P2_H960",2,2,1,22965,1,39674
"P2_H961",2,2,1,60164,1,55184
"P2_H962",2,2,1,44050,1,63071
"P2_H963",2,2,1,63516,1,44389
"P2_H964",2,2,1,27240,1,35903
"P2_H965",2,2,1,40073,1,35718
"P2_H966",2,2,1,28456,1,36754
"P2_H967",2,2,1,89340,0,37663
"P2_H968",2,2,1,55726,0,32227
"P2_H969",2,2,1,52034,1,28475
"P2_H970",2,2,1,46394,1,68331
"P2_H971",2,2,1,40212,1,31286
"P2_H972",2,2,1,45015,1,39703
"P2_H973",2,2,1,56660,1,58882
"P2_H974",2,2,1,24348,1,51436
"P2_H975",2,2,1,43963,1,31720
"P2_H976",2,2,1,60269,1,32488
"P2_H977",2,2,1,57434,1,66487
"P2_H978",2,2,1,78715,0,34160
"P2_H979",2,2,1,66747,1,29065
"P2_H980",2,2,1,42795,1,51734
"P2_H981",2,2,1,58332,1,29644
"P2_H982",2,2,1,47314,1,43538
"P2_H983",2,2,1,75507,0,41552
"P2_H984",2,2,1,56275,0,36627
"P2_H985",2,2,1,22447,0,36357
"P2_H986",2,2,1,71864,1,26923
"P2_H987",2,2,1,39985,1,38786
"P2_H988",2,2,1,57775,1,23585
"P2_H989",2,2,1,27204,1,35221
"P2_H990",2,2,1,31603,0,28839
"P2_H991",2,2,1,32725,1,66038
"P2_H992",2,2,1,91149,1,50944
"P2_H993",2,2,1,35921,1,39547
"P2_H994",2,2,1,67179,0,41596
"P2_H995",2,2,1,59467,0,52456
"P2_H996",2,2,1,67828,0,41568
"P2_H997",2,2,1,27989,1,40993
"P2_H998",2,2,1,49979,1,35311
"P2_H999",2,2,1,44438,1,57243
"P2_H1000",2,2,1,108465,0,46077
"P3_H1",3,3,1,28970,0,18952
"P3_H2",3,3,1,35505,1,40305
"P3_H3",3,3,1,86949,1,64711
"P3_H4",3,3,1,61168,1,52995
"P3_H5",3,3,1,31157,1,51371
"P3_H6",3,3,1,36403,1,20926
"P3_H7",3,3,1,24642,1,61019
"P3_H8",3,3,1,58683,1,42778
"P3_H9",3,3,1,116027,1,81763
"P3_H10",3,3,1,72782,1,26395
"P3_H11",3,3,1,42964,1,42391
"P3_H12",3,3,1,46555,1,42281
"P3_H13",3,3,1,37524,1,43644
"P3_H14",3,3,1,57714,1,36971
"P3_H15",3,3,1,45625,1,41264
"P3_H16",3,3,1,84756,0,41504
"P3_H17",3,3,1,25344,1,52465
"P3_H18",3,3,1,47373,0,38631
"P3_H19",3,3,1,84955,1,36167
"P3_H20",3,3,1,55932,1,79815
"P3_H21",3,3,1,25183,1,39878
"P3_H22",3,3,1,65747,1,32505
"P3_H23",3,3,1,59353,1,26154
"P3_H24",3,3,1,51382,1,41152
"P3_H25",3,3,1,54802,1,54908
"P3_H26",3,3,1,95406,0,30798
"P3_H27",3,3,1,60878,1,27427
"P3_H28",3,3,1,52646,1,29314
"P3_H29",3,3,1,99409,1,73090
"P3_H30",3,3,1,62559,1,47333
"P3_H31",3,3,1,33819,0,31550
"P3_H32",3,3,1,36438,1,40042
"P3_H33",3,3,1,49037,1,36413
"P3_H34",3,3,1,92922,1,70313
"P3_H35",3,3,1,54730,0,46670
"P3_H36",3,3,1,50802,1,26519
"P3_H37",3,3,1,51882,1,58519
"P3_H38",3,3,1,79494,1,43896
"P3_H39",3,3,1,37396,0,65567
"P3_H40",3,3,1,45076,1,44594
"P3_H41",3,3,1,69670,1,25019
"P3_H42",3,3,1,21906,0,29474
"P3_H43",3,3,1,42482,1,41189
"P3_H44",3,3,1,33105,1,28096
"P3_H45",3,3,1,53564,1,56655
"P3_H46",3,3,1,42274,1,52527
"P3_H47",3,3,1,33457,1,45293
"P3_H48",3,3,1,70498,1,55689
"P3_H49",3,3,1,117127,1,53780
"P3_H50",3,3,1,104288,1,66640
"P3_H51",3,3,1,49037,0,59835
"P3_H52",3,3,1,123836,1,37323
"P3_H53",3,3,1,74161,0,43150
"P3_H54",3,3,1,53318,1,34933
"P3_H55",3,3,1,45947,1,34505
"P3_H56",3,3,1,76967,0,52531
"P3_H57",3,3,1,112105,1,48825
"P3_H58",3,3,1,36787,0,22086
"P3_H59",3,3,1,85767,1,40802
"P3_H60",3,3,1,48091,1,41763
"P3_H61",3,3,1,56059,1,49252
"P3_H62",3,3,1,34067,1,30604
"P3_H63",3,3,1,98193,0,26640
"P3_H64",3,3,1,83009,0,38197
"P3_H65",3,3,1,58594,1,54541
"P3_H66",3,3,1,42527,0,49918
"P3_H67",3,3,1,39565,1,59691
"P3_H68",3,3,1,52590,0,28169
"P3_H69",3,3,1,77540,0,32534
"P3_H70",3,3,1,105100,0,70843
"P3_H71",3,3,1,42338,1,75103
"P3_H72",3,3,1,76775,0,42424
"P3_H73",3,3,1,68111,1,32433
"P3_H74",3,3,1,51154,0,48024
"P3_H75",3,3,1,49572,1,30172
"P3_H76",3,3,1,32453,1,34361
"P3_H77",3,3,1,31956,1,62396
"P3_H78",3,3,1,59655,1,21827
"P3_H79",3,3,1,54222,1,18951
"P3_H80",3,3,1,31714,1,41357
"P3_H81",3,3,1,34969,0,34346
"P3_H82",3,3,1,51294,0,33673
"P3_H83",3,3,1,59207,1,22120
"P3_H84",3,3,1,59515,1,40904
"P3_H85",3,3,1,44853,0,33473
"P3_H86",3,3,1,45355,1,57940
"P3_H87",3,3,1,38826,1,33021
"P3_H88",3,3,1,36087,0,51090
"P3_H89",3,3,1,102832,0,40229
"P3_H90",3,3,1,35817,1,31644
"P3_H91",3,3,1,45733,0,66015
"P3_H92",3,3,1,26421,0,35554
"P3_H93",3,3,1,43842,0,44941
"P3_H94",3,3,1,70369,0,40686
"P3_H95",3,3,1,38199,1,42954
"P3_H96",3,3,1,19586,1,42686
"P3_H97",3,3,1,27748,1,26986
"P3_H98",3,3,1,57431,1,46407
"P3_H99",3,3,1,42974,1,42077
"P3_H100",3,3,1,51116,0,42766
"P3_H101",3,3,1,45948,1,53079
"P3_H102",3,3,1,62242,1,50190
"P3_H103",3,3,1,81060,1,47946
"P3_H104",3,3,1,52464,1,43295
"P3_H105",3,3,1,67121,1,61635
"P3_H106",3,3,1,25515,1,38399
"P3_H107",3,3,1,68457,1,37714
"P3_H108",3,3,1,28231,0,35420
"P3_H109",3,3,1,59177,1,38729
"P3_H110",3,3,1,86923,0,25965
"P3_H111",3,3,1,46680,1,29043
"P3_H112",3,3,1,166885,1,46188
"P3_H113",3,3,1,55583,0,52493
"P3_H114",3,3,1,80159,1,36129
"P3_H115",3,3,1,36741,0,55468
"P3_H116",3,3,1,81595,1,47723
"P3_H117",3,3,1,78338,1,34443
"P3_H118",3,3,1,83378,1,41139
"P3_H119",3,3,1,34332,1,45050
"P3_H120",3,3,1,95607,1,32810
"P3_H121",3,3,1,27884,1,30871
"P3_H122",3,3,1,41775,0,58548
"P3_H123",3,3,1,95507,1,41136
"P3_H124",3,3,1,102298,0,51201
"P3_H125",3,3,1,65713,1,33284
"P3_H126",3,3,1,59644,1,45260
"P3_H127",3,3,1,86509,1,49650
"P3_H128",3,3,1,41029,1,30662
"P3_H129",3,3,1,59552,1,48700
"P3_H130",3,3,1,26035,1,43577
"P3_H131",3,3,1,44206,1,29010
"P3_H132",3,3,1,38672,0,29703
"P3_H133",3,3,1,36367,1,37879
"P3_H134",3,3,1,80697,1,44731
"P3_H135",3,3,1,70801,0,44568
"P3_H136",3,3,1,47288,1,44740
"P3_H137",3,3,1,74993,1,38842
"P3_H138",3,3,1,71607,1,26914
"P3_H139",3,3,1,39279,1,49865
"P3_H140",3,3,1,154382,1,34656
"P3_H141",3,3,1,56776,1,34269
"P3_H142",3,3,1,73266,0,35237
"P3_H143",3,3,1,54619,1,49113
"P3_H144",3,3,1,43621,1,43075
"P3_H145",3,3,1,60858,1,27442
"P3_H146",3,3,1,43286,1,16679
"P3_H147",3,3,1,47193,0,28394
"P3_H148",3,3,1,75061,1,47414
"P3_H149",3,3,1,60539,1,45510
"P3_H150",3,3,1,47333,0,54312
"P3_H151",3,3,1,66679,1,52194
"P3_H152",3,3,1,23270,0,50412
"P3_H153",3,3,1,25808,1,32538
"P3_H154",3,3,1,98773,1,65719
"P3_H155",3,3,1,48931,1,19406
"P3_H156",3,3,1,36077,0,36834
"P3_H157",3,3,1,47381,1,52920
"P3_H158",3,3,1,37316,1,41653
"P3_H159",3,3,1,39372,1,29266
"P3_H160",3,3,1,28257,0,32513
"P3_H161",3,3,1,37133,1,37214
"P3_H162",3,3,1,72077,0,35748
"P3_H163",3,3,1,29355,1,42100
"P3_H164",3,3,1,49462,1,58807
"P3_H165",3,3,1,47552,0,34117
"P3_H166",3,3,1,74303,1,26508
"P3_H167",3,3,1,33491,1,51914
"P3_H168",3,3,1,65412,1,30464
"P3_H169",3,3,1,50486,1,31047
"P3_H170",3,3,1,47843,1,49576
"P3_H171",3,3,1,54440,1,48623
"P3_H172",3,3,1,68685,1,31125
"P3_H173",3,3,1,107136,1,29932
"P3_H174",3,3,1,56611,0,51943
"P3_H175",3,3,1,84721,0,65380
"P3_H176",3,3,1,61822,0,37005
"P3_H177",3,3,1,65227,1,62659
"P3_H178",3,3,1,42074,1,41148
"P3_H179",3,3,1,37844,1,46233
"P3_H180",3,3,1,49058,0,25704
"P3_H181",3,3,1,28840,1,44012
"P3_H182",3,3,1,55705,0,25633
"P3_H183",3,3,1,40370,1,40755
"P3_H184",3,3,1,71447,1,48637
"P3_H185",3,3,1,34827,1,42963
"P3_H186",3,3,1,54641,0,36075
"P3_H187",3,3,1,100408,1,102313
"P3_H188",3,3,1,35543,1,47501
"P3_H189",3,3,1,45385,1,43445
"P3_H190",3,3,1,52850,1,46279
"P3_H191",3,3,1,11725,0,60396
"P3_H192",3,3,1,23501,0,53870
"P3_H193",3,3,1,169851,1,46110
"P3_H194",3,3,1,89277,0,39369
"P3_H195",3,3,1,48496,1,36720
"P3_H196",3,3,1,42087,0,25551
"P3_H197",3,3,1,57381,1,46389
"P3_H198",3,3,1,24440,1,55543
"P3_H199",3,3,1,67009,0,36267
"P3_H200",3,3,1,111355,1,45952
"P3_H201",3,3,1,72989,1,36886
"P3_H202",3,3,1,43942,1,40285
"P3_H203",3,3,1,47221,1,46993
"P3_H204",3,3,1,62515,0,22736
"P3_H205",3,3,1,53464,0,33785
"P3_H206",3,3,1,40073,1,31843
"P3_H207",3,3,1,29462,1,36132
"P3_H208",3,3,1,34886,1,37390
"P3_H209",3,3,1,59584,0,24904
"P3_H210",3,3,1,52825,1,39067
"P3_H211",3,3,1,40703,1,18020
"P3_H212",3,3,1,50447,0,44548
"P3_H213",3,3,1,47933,1,34479
"P3_H214",3,3,1,59482,0,46642
"P3_H215",3,3,1,41799,1,49076
"P3_H216",3,3,1,39553,0,43434
"P3_H217",3,3,1,46761,0,45640
"P3_H218",3,3,1,62947,1,20069
"P3_H219",3,3,1,153270,1,38532
"P3_H220",3,3,1,93554,0,46300
"P3_H221",3,3,1,54250,1,40795
"P3_H222",3,3,1,71933,1,82829
"P3_H223",3,3,1,33567,1,33722
"P3_H224",3,3,1,45271,1,36363
"P3_H225",3,3,1,41146,1,41676
"P3_H226",3,3,1,33820,1,61537
"P3_H227",3,3,1,70781,1,68677
"P3_H228",3,3,1,52832,1,87087
"P3_H229",3,3,1,63396,1,65264
"P3_H230",3,3,1,39764,0,56162
"P3_H231",3,3,1,52754,1,66358
"P3_H232",3,3,1,115490,0,26845
"P3_H233",3,3,1,34749,0,40594
"P3_H234",3,3,1,48247,1,44663
"P3_H235",3,3,1,52625,1,45751
"P3_H236",3,3,1,62841,0,38014
"P3_H237",3,3,1,74788,1,58989
"P3_H238",3,3,1,44124,0,53357
"P3_H239",3,3,1,33956,1,91794
"P3_H240",3,3,1,58910,1,35981
"P3_H241",3,3,1,52566,0,49472
"P3_H242",3,3,1,49948,1,53698
"P3_H243",3,3,1,88385,1,32848
"P3_H244",3,3,1,22071,1,58513
"P3_H245",3,3,1,121111,1,38126
"P3_H246",3,3,1,26988,1,29858
"P3_H247",3,3,1,33907,0,65418
"P3_H248",3,3,1,32321,1,47244
"P3_H249",3,3,1,72226,1,31601
"P3_H250",3,3,1,68046,1,40334
"P3_H251",3,3,1,65013,0,29952
"P3_H252",3,3,1,63263,1,51123
"P3_H253",3,3,1,91147,0,24568
"P3_H254",3,3,1,51594,1,44381
"P3_H255",3,3,1,85650,1,46477
"P3_H256",3,3,1,56366,0,55450
"P3_H257",3,3,1,40284,0,59155
"P3_H258",3,3,1,74781,0,35573
"P3_H259",3,3,1,27814,1,39631
"P3_H260",3,3,1,35488,0,65440
"P3_H261",3,3,1,46010,0,45476
"P3_H262",3,3,1,51781,1,43242
"P3_H263",3,3,1,34850,1,49479
"P3_H264",3,3,1,54082,0,32596
"P3_H265",3,3,1,34617,1,24807
"P3_H266",3,3,1,46603,1,50282
"P3_H267",3,3,1,111133,1,24896
"P3_H268",3,3,1,62466,1,37981
"P3_H269",3,3,1,101554,1,34292
"P3_H270",3,3,1,50868,0,39767
"P3_H271",3,3,1,51760,1,33490
"P3_H272",3,3,1,128449,1,31654
"P3_H273",3,3,1,42839,0,31555
"P3_H274",3,3,1,76589,1,46396
"P3_H275",3,3,1,38582,0,46720
"P3_H276",3,3,1,39994,1,31418
"P3_H277",3,3,1,32574,0,29690
"P3_H278",3,3,1,45821,1,44169
"P3_H279",3,3,1,98935,1,35249
"P3_H280",3,3,1,34560,0,44796
"P3_H281",3,3,1,51667,1,54043
"P3_H282",3,3,1,42541,1,29676
"P3_H283",3,3,1,24939,1,47111
"P3_H284",3,3,1,40763,0,43936
"P3_H285",3,3,1,57870,1,45122
"P3_H286",3,3,1,43440,1,43718
"P3_H287",3,3,1,64267,1,60725
"P3_H288",3,3,1,65041,1,35035
"P3_H289",3,3,1,73334,1,44848
"P3_H290",3,3,1,39302,1,47133
"P3_H291",3,3,1,16639,1,60965
"P3_H292",3,3,1,63082,1,40127
"P3_H293",3,3,1,44510,0,56861
"P3_H294",3,3,1,59745,1,40950
"P3_H295",3,3,1,45850,1,33252
"P3_H296",3,3,1,59230,0,63181
"P3_H297",3,3,1,59008,0,41610
"P3_H298",3,3,1,28451,1,33479
"P3_H299",3,3,1,59192,0,31519
"P3_H300",3,3,1,39113,1,43676
"P3_H301",3,3,1,14464,1,91949
"P3_H302",3,3,1,31677,1,56810
"P3_H303",3,3,1,52040,0,28811
"P3_H304",3,3,1,31246,0,40208
"P3_H305",3,3,1,40135,0,56555
"P3_H306",3,3,1,38007,1,29343
"P3_H307",3,3,1,76356,1,37507
"P3_H308",3,3,1,60690,1,45191
"P3_H309",3,3,1,67943,1,36591
"P3_H310",3,3,1,28948,1,74671
"P3_H311",3,3,1,40207,0,37553
"P3_H312",3,3,1,56602,0,26873
"P3_H313",3,3,1,62491,1,72388
"P3_H314",3,3,1,80258,1,34995
"P3_H315",3,3,1,33915,0,34410
"P3_H316",3,3,1,16596,0,41340
"P3_H317",3,3,1,114357,0,44393
"P3_H318",3,3,1,72496,1,50103
"P3_H319",3,3,1,69127,0,25414
"P3_H320",3,3,1,96015,0,35432
"P3_H321",3,3,1,44514,1,44765
"P3_H322",3,3,1,44458,1,41324
"P3_H323",3,3,1,48104,1,49543
"P3_H324",3,3,1,71952,1,32608
"P3_H325",3,3,1,66508,1,53510
"P3_H326",3,3,1,69650,1,21472
"P3_H327",3,3,1,56218,0,38045
"P3_H328",3,3,1,43748,1,27499
"P3_H329",3,3,1,37837,0,29313
"P3_H330",3,3,1,74719,1,63598
"P3_H331",3,3,1,53829,1,44688
"P3_H332",3,3,1,34286,1,31685
"P3_H333",3,3,1,52932,1,59174
"P3_H334",3,3,1,66483,1,40650
"P3_H335",3,3,1,58404,1,31955
"P3_H336",3,3,1,29324,1,49430
"P3_H337",3,3,1,34481,1,28579
"P3_H338",3,3,1,88599,1,37596
"P3_H339",3,3,1,27861,1,52516
"P3_H340",3,3,1,37146,1,62275
"P3_H341",3,3,1,44416,1,61231
"P3_H342",3,3,1,58609,1,41044
"P3_H343",3,3,1,52268,0,32607
"P3_H344",3,3,1,36372,0,44518
"P3_H345",3,3,1,74728,1,65027
"P3_H346",3,3,1,48938,1,48860
"P3_H347",3,3,1,47053,1,49927
"P3_H348",3,3,1,56360,1,48680
"P3_H349",3,3,1,50700,1,32874
"P3_H350",3,3,1,40797,0,37936
"P3_H351",3,3,1,35172,1,59808
"P3_H352",3,3,1,83740,1,52613
"P3_H353",3,3,1,76348,0,48254
"P3_H354",3,3,1,62660,1,55041
"P3_H355",3,3,1,30363,1,40793
"P3_H356",3,3,1,50932,1,23669
"P3_H357",3,3,1,37189,1,41200
"P3_H358",3,3,1,91445,1,54811
"P3_H359",3,3,1,48549,1,49350
"P3_H360",3,3,1,39337,1,33824
"P3_H361",3,3,1,25890,1,34760
"P3_H362",3,3,1,62796,1,22189
"P3_H363",3,3,1,62192,1,49581
"P3_H364",3,3,1,21584,1,48131
"P3_H365",3,3,1,57490,0,34753
"P3_H366",3,3,1,60670,0,39424
"P3_H367",3,3,1,48938,1,37828
"P3_H368",3,3,1,34718,1,52489
"P3_H369",3,3,1,33092,0,29633
"P3_H370",3,3,1,69871,1,20803
"P3_H371",3,3,1,55195,1,65800
"P3_H372",3,3,1,46304,1,36600
"P3_H373",3,3,1,64437,1,22988
"P3_H374",3,3,1,28717,0,66529
"P3_H375",3,3,1,39345,1,51246
"P3_H376",3,3,1,61575,0,51500
"P3_H377",3,3,1,42294,1,20501
"P3_H378",3,3,1,75439,0,50403
"P3_H379",3,3,1,60071,0,44547
"P3_H380",3,3,1,27404,1,41641
"P3_H381",3,3,1,97830,1,64435
"P3_H382",3,3,1,46455,1,45617
"P3_H383",3,3,1,54691,1,58458
"P3_H384",3,3,1,26064,1,65276
"P3_H385",3,3,1,26426,0,56771
"P3_H386",3,3,1,70698,1,42627
"P3_H387",3,3,1,83914,1,42450
"P3_H388",3,3,1,88196,0,40466
"P3_H389",3,3,1,42363,0,48205
"P3_H390",3,3,1,55098,0,39735
"P3_H391",3,3,1,120482,1,46121
"P3_H392",3,3,1,53333,0,56144
"P3_H393",3,3,1,62691,0,30595
"P3_H394",3,3,1,48430,1,22607
"P3_H395",3,3,1,40492,1,28784
"P3_H396",3,3,1,42930,1,32494
"P3_H397",3,3,1,23465,1,56010
"P3_H398",3,3,1,48551,1,69527
"P3_H399",3,3,1,54198,1,41226
"P3_H400",3,3,1,32383,0,45366
"P3_H401",3,3,1,60836,1,41263
"P3_H402",3,3,1,63750,1,35024
"P3_H403",3,3,1,96928,0,39641
"P3_H404",3,3,1,68693,0,54465
"P3_H405",3,3,1,75430,1,27680
"P3_H406",3,3,1,84345,1,47027
"P3_H407",3,3,1,50970,1,60157
"P3_H408",3,3,1,55226,1,30449
"P3_H409",3,3,1,71526,1,28197
"P3_H410",3,3,1,91597,0,50365
"P3_H411",3,3,1,69117,1,39663
"P3_H412",3,3,1,106011,0,34363
"P3_H413",3,3,1,78425,0,52361
"P3_H414",3,3,1,40770,1,54397
"P3_H415",3,3,1,49053,1,46971
"P3_H416",3,3,1,95748,0,33655
"P3_H417",3,3,1,48612,0,25120
"P3_H418",3,3,1,48783,1,58731
"P3_H419",3,3,1,35468,0,38517
"P3_H420",3,3,1,27937,0,30320
"P3_H421",3,3,1,108433,1,23798
"P3_H422",3,3,1,42341,1,34629
"P3_H423",3,3,1,26515,1,36524
"P3_H424",3,3,1,60382,1,58077
"P3_H425",3,3,1,88515,1,27318
"P3_H426",3,3,1,103970,1,42948
"P3_H427",3,3,1,41408,0,53705
"P3_H428",3,3,1,54617,0,28431
"P3_H429",3,3,1,27538,0,41082
"P3_H430",3,3,1,64517,0,32616
"P3_H431",3,3,1,29844,1,46178
"P3_H432",3,3,1,45110,1,40172
"P3_H433",3,3,1,86194,1,29364
"P3_H434",3,3,1,40884,1,34483
"P3_H435",3,3,1,68928,0,37234
"P3_H436",3,3,1,47108,1,54086
"P3_H437",3,3,1,58227,1,43461
"P3_H438",3,3,1,40366,1,37325
"P3_H439",3,3,1,39548,1,42631
"P3_H440",3,3,1,53094,0,43029
"P3_H441",3,3,1,50248,1,44800
"P3_H442",3,3,1,49221,1,56200
"P3_H443",3,3,1,59021,1,33972
"P3_H444",3,3,1,38001,1,41286
"P3_H445",3,3,1,59749,0,46798
"P3_H446",3,3,1,47426,1,46675
"P3_H447",3,3,1,60693,0,39042
"P3_H448",3,3,1,54193,0,23974
"P3_H449",3,3,1,43350,0,59447
"P3_H450",3,3,1,41829,1,24374
"P3_H451",3,3,1,43523,1,36373
"P3_H452",3,3,1,77190,1,45046
"P3_H453",3,3,1,46988,1,36496
"P3_H454",3,3,1,47538,1,37309
"P3_H455",3,3,1,43976,0,40784
"P3_H456",3,3,1,31625,0,56108
"P3_H457",3,3,1,76192,1,32898
"P3_H458",3,3,1,39537,1,29445
"P3_H459",3,3,1,74325,1,23953
"P3_H460",3,3,1,42665,0,27299
"P3_H461",3,3,1,51625,1,36640
"P3_H462",3,3,1,39316,1,35580
"P3_H463",3,3,1,67964,1,35746
"P3_H464",3,3,1,53953,0,20559
"P3_H465",3,3,1,46003,1,51435
"P3_H466",3,3,1,75335,1,41001
"P3_H467",3,3,1,60430,0,40027
"P3_H468",3,3,1,37715,1,32505
"P3_H469",3,3,1,69212,1,49790
"P3_H470",3,3,1,33197,1,40037
"P3_H471",3,3,1,32998,1,33595
"P3_H472",3,3,1,40408,1,39079
"P3_H473",3,3,1,69368,0,30815
"P3_H474",3,3,1,68559,1,41758
"P3_H475",3,3,1,30032,0,33172
"P3_H476",3,3,1,64474,1,34994
"P3_H477",3,3,1,39591,1,59888
"P3_H478",3,3,1,42021,0,60162
"P3_H479",3,3,1,46998,1,48185
"P3_H480",3,3,1,86843,0,60966
"P3_H481",3,3,1,96095,0,23602
"P3_H482",3,3,1,44822,1,55846
"P3_H483",3,3,1,56628,1,39008
"P3_H484",3,3,1,32514,0,57770
"P3_H485",3,3,1,78482,0,36828
"P3_H486",3,3,1,38858,0,25582
"P3_H487",3,3,1,36391,0,34086
"P3_H488",3,3,1,93925,1,41233
"P3_H489",3,3,1,59499,1,35951
"P3_H490",3,3,1,30499,1,37587
"P3_H491",3,3,1,29960,0,43550
"P3_H492",3,3,1,81679,1,50309
"P3_H493",3,3,1,71507,0,48179
"P3_H494",3,3,1,50799,1,32703
"P3_H495",3,3,1,62489,1,61046
"P3_H496",3,3,1,50048,0,49975
"P3_H497",3,3,1,21688,0,35105
"P3_H498",3,3,1,37760,1,31931
"P3_H499",3,3,1,33744,1,53374
"P3_H500",3,3,1,44843,1,39839
"P3_H501",3,3,1,39298,1,35003
"P3_H502",3,3,1,104080,0,58033
