"person_id","gender","baseline_age","baseline_education","region","wave","year","age","employed","income","health_status","base_weight","attrition_weight","final_weight"
370,"Male",27,13,"South",2,2021,28,1,72229,29.3833504681754,1000,1.05485232067511,1054.85232067511
371,"Female",27,16,"South",2,2021,28,0,76022,47.9414465877658,1000,1.05485232067511,1054.85232067511
372,"Male",22,8,"South",2,2021,23,1,35606,80.0847388133648,1000,1.05485232067511,1054.85232067511
373,"Female",54,20,"North",2,2021,55,1,116042,91.6128701548896,1000,1.05485232067511,1054.85232067511
374,"Male",50,12,"South",2,2021,51,1,27624,16.0985662780758,1000,1.05485232067511,1054.85232067511
375,"Male",30,10,"West",2,2021,31,1,72073,38.3154810559888,1000,1.05485232067511,1054.85232067511
376,"Female",39,19,"South",2,2021,40,0,41765,68.8280090716772,1000,1.05485232067511,1054.85232067511
377,"Male",35,18,"East",2,2021,36,0,14169,56.8072795467957,1000,1.05485232067511,1054.85232067511
378,"Female",35,5,"West",2,2021,36,0,20881,62.9435696613336,1000,1.05485232067511,1054.85232067511
379,"Female",50,15,"North",2,2021,51,0,74620,59.6140155092689,1000,1.05485232067511,1054.85232067511
380,"Female",42,14,"East",2,2021,43,1,60798,49.8812558232595,1000,1.05485232067511,1054.85232067511
381,"Female",49,16,"West",2,2021,50,1,122569,72.591217297003,1000,1.05485232067511,1054.85232067511
382,"Female",48,5,"South",2,2021,49,1,13745,46.317575074122,1000,1.05485232067511,1054.85232067511
383,"Male",37,8,"North",2,2021,38,0,15566,67.5624614588689,1000,1.05485232067511,1054.85232067511
384,"Female",30,14,"West",2,2021,31,1,50975,75.0943268153103,1000,1.05485232067511,1054.85232067511
385,"Male",53,14,"South",2,2021,54,1,73611,68.4639189221967,1000,1.05485232067511,1054.85232067511
386,"Male",26,20,"North",2,2021,27,0,34253,54.1737287095876,1000,1.05485232067511,1054.85232067511
387,"Male",35,8,"North",2,2021,36,1,20320,39.2479208887129,1000,1.05485232067511,1054.85232067511
389,"Female",42,12,"North",2,2021,43,1,54179,45.8622047106721,1000,1.05485232067511,1054.85232067511
390,"Female",65,10,"West",2,2021,66,1,63483,66.9255423470001,1000,1.05485232067511,1054.85232067511
391,"Female",26,11,"East",2,2021,27,0,30126,55.6762769092322,1000,1.05485232067511,1054.85232067511
392,"Female",54,4,"North",2,2021,55,1,46145,53.7309300000336,1000,1.05485232067511,1054.85232067511
393,"Male",22,10,"North",2,2021,23,1,38270,59.6639310552956,1000,1.05485232067511,1054.85232067511
394,"Male",51,1,"West",2,2021,52,1,39717,58.818345642727,1000,1.05485232067511,1054.85232067511
395,"Female",37,19,"South",2,2021,38,0,33605,53.9397194963307,1000,1.05485232067511,1054.85232067511
398,"Female",42,0,"North",2,2021,43,1,26089,67.8421376749518,1000,1.05485232067511,1054.85232067511
399,"Male",22,20,"South",2,2021,23,1,66900,70.3048684990673,1000,1.05485232067511,1054.85232067511
400,"Female",35,1,"East",2,2021,36,1,100986,79.0756463523202,1000,1.05485232067511,1054.85232067511
401,"Female",32,0,"West",2,2021,33,1,20495,64.8966520482905,1000,1.05485232067511,1054.85232067511
402,"Female",52,19,"West",2,2021,53,1,98351,59.6262179088428,1000,1.05485232067511,1054.85232067511
403,"Male",28,8,"South",2,2021,29,1,43189,53.133746227508,1000,1.05485232067511,1054.85232067511
404,"Female",64,2,"South",2,2021,65,1,31111,74.9410104505907,1000,1.05485232067511,1054.85232067511
405,"Female",25,14,"South",2,2021,26,0,86771,54.3277507240547,1000,1.05485232067511,1054.85232067511
406,"Female",52,4,"South",2,2021,53,0,11590,71.0671547225765,1000,1.05485232067511,1054.85232067511
407,"Male",43,17,"East",2,2021,44,0,50977,86.4258074435343,1000,1.05485232067511,1054.85232067511
408,"Female",57,18,"West",2,2021,58,1,43510,36.5931437816826,1000,1.05485232067511,1054.85232067511
409,"Male",21,20,"North",2,2021,22,1,105108,81.7915834937974,1000,1.05485232067511,1054.85232067511
410,"Male",35,4,"North",2,2021,36,1,20919,52.0863255453699,1000,1.05485232067511,1054.85232067511
411,"Male",56,8,"North",2,2021,57,1,31489,56.6065003540381,1000,1.05485232067511,1054.85232067511
412,"Female",26,19,"West",2,2021,27,1,72129,52.9603090213151,1000,1.05485232067511,1054.85232067511
413,"Female",32,19,"West",2,2021,33,1,71706,39.3666441046383,1000,1.05485232067511,1054.85232067511
414,"Female",39,2,"North",2,2021,40,1,54851,70.2964609297721,1000,1.05485232067511,1054.85232067511
415,"Female",25,1,"North",2,2021,26,0,35097,100,1000,1.05485232067511,1054.85232067511
416,"Male",54,7,"East",2,2021,55,1,69415,61.3720518058265,1000,1.05485232067511,1054.85232067511
417,"Female",44,11,"West",2,2021,45,1,53853,66.944508966987,1000,1.05485232067511,1054.85232067511
418,"Male",38,3,"North",2,2021,39,1,15062,66.1827251420643,1000,1.05485232067511,1054.85232067511
419,"Male",33,8,"East",2,2021,34,0,25058,71.6557737045076,1000,1.05485232067511,1054.85232067511
420,"Female",59,11,"North",2,2021,60,1,76225,42.3135844840495,1000,1.05485232067511,1054.85232067511
421,"Male",46,10,"West",2,2021,47,0,14717,61.3963345059964,1000,1.05485232067511,1054.85232067511
422,"Female",43,6,"East",2,2021,44,1,29860,69.6014306955504,1000,1.05485232067511,1054.85232067511
423,"Male",37,7,"East",2,2021,38,1,77433,69.1240145119724,1000,1.05485232067511,1054.85232067511
424,"Female",53,0,"North",2,2021,54,0,18215,33.9022956118284,1000,1.05485232067511,1054.85232067511
425,"Male",34,12,"East",2,2021,35,1,74051,77.3535194425655,1000,1.05485232067511,1054.85232067511
426,"Female",62,8,"East",2,2021,63,1,41716,40.509346994797,1000,1.05485232067511,1054.85232067511
427,"Female",31,12,"East",2,2021,32,1,43133,52.6848602495685,1000,1.05485232067511,1054.85232067511
428,"Male",29,14,"West",2,2021,30,1,106640,43.145898292732,1000,1.05485232067511,1054.85232067511
429,"Female",40,6,"East",2,2021,41,1,98769,67.0969756035837,1000,1.05485232067511,1054.85232067511
430,"Male",50,1,"South",2,2021,51,0,20417,57.131577507028,1000,1.05485232067511,1054.85232067511
431,"Male",27,13,"South",2,2021,28,1,58144,58.5829181782835,1000,1.05485232067511,1054.85232067511
432,"Male",63,0,"West",2,2021,64,1,50839,58.5798038734949,1000,1.05485232067511,1054.85232067511
433,"Male",33,1,"West",2,2021,34,1,12664,51.562890318595,1000,1.05485232067511,1054.85232067511
434,"Male",21,19,"East",2,2021,22,1,64233,78.2478960127113,1000,1.05485232067511,1054.85232067511
435,"Female",44,13,"South",2,2021,45,1,39342,37.4416397883452,1000,1.05485232067511,1054.85232067511
436,"Female",28,12,"South",2,2021,29,0,70980,72.6178828637254,1000,1.05485232067511,1054.85232067511
437,"Male",62,7,"West",2,2021,63,1,40785,64.2690304140188,1000,1.05485232067511,1054.85232067511
439,"Male",41,17,"West",2,2021,42,1,57809,42.5692033735416,1000,1.05485232067511,1054.85232067511
440,"Male",39,4,"South",2,2021,40,0,33300,57.2400212489669,1000,1.05485232067511,1054.85232067511
441,"Male",34,12,"North",2,2021,35,1,44915,47.785414947448,1000,1.05485232067511,1054.85232067511
442,"Male",20,6,"North",2,2021,21,0,8448,74.9303477351678,1000,1.05485232067511,1054.85232067511
443,"Female",62,11,"West",2,2021,63,1,43452,79.3511305892476,1000,1.05485232067511,1054.85232067511
444,"Male",43,10,"East",2,2021,44,0,46332,45.6954255636664,1000,1.05485232067511,1054.85232067511
445,"Female",55,17,"East",2,2021,56,0,74044,64.1719716375137,1000,1.05485232067511,1054.85232067511
446,"Male",40,13,"West",2,2021,41,1,36500,50.7780821962511,1000,1.05485232067511,1054.85232067511
447,"Male",24,7,"East",2,2021,25,1,34439,60.2389640801276,1000,1.05485232067511,1054.85232067511
448,"Male",42,7,"North",2,2021,43,1,272256,70.1317149771261,1000,1.05485232067511,1054.85232067511
449,"Male",28,18,"East",2,2021,29,1,53963,83.2654063900822,1000,1.05485232067511,1054.85232067511
450,"Female",26,16,"East",2,2021,27,0,79289,66.3742766296368,1000,1.05485232067511,1054.85232067511
451,"Female",29,2,"North",2,2021,30,1,28612,42.8833855485622,1000,1.05485232067511,1054.85232067511
452,"Male",56,10,"West",2,2021,57,1,109911,46.7555048339134,1000,1.05485232067511,1054.85232067511
454,"Female",19,4,"North",2,2021,20,1,28715,58.6408096630128,1000,1.05485232067511,1054.85232067511
455,"Female",26,20,"East",2,2021,27,1,47530,39.7969269727372,1000,1.05485232067511,1054.85232067511
456,"Male",54,5,"West",2,2021,55,1,90880,37.2256769756754,1000,1.05485232067511,1054.85232067511
457,"Male",29,18,"East",2,2021,30,1,38392,69.1800441589256,1000,1.05485232067511,1054.85232067511
458,"Female",63,18,"East",2,2021,64,1,87523,33.8664389815365,1000,1.05485232067511,1054.85232067511
459,"Male",20,4,"North",2,2021,21,0,16512,64.4615765992166,1000,1.05485232067511,1054.85232067511
460,"Female",56,16,"South",2,2021,57,0,47674,67.9869120384145,1000,1.05485232067511,1054.85232067511
461,"Female",30,19,"South",2,2021,31,1,51450,100,1000,1.05485232067511,1054.85232067511
462,"Male",26,12,"South",2,2021,27,0,60333,75.6741141051922,1000,1.05485232067511,1054.85232067511
463,"Male",28,17,"East",2,2021,29,0,138266,69.020955847533,1000,1.05485232067511,1054.85232067511
464,"Female",50,15,"East",2,2021,51,1,65164,57.6400834715707,1000,1.05485232067511,1054.85232067511
465,"Male",65,16,"West",2,2021,66,1,58905,22.7412052357556,1000,1.05485232067511,1054.85232067511
466,"Female",28,10,"East",2,2021,29,1,86946,70.5953418506561,1000,1.05485232067511,1054.85232067511
468,"Male",34,10,"West",2,2021,35,1,34676,61.0681664932228,1000,1.05485232067511,1054.85232067511
469,"Male",60,4,"North",2,2021,61,1,198749,62.9822896251265,1000,1.05485232067511,1054.85232067511
470,"Male",45,15,"West",2,2021,46,1,37625,60.8841617621277,1000,1.05485232067511,1054.85232067511
471,"Female",43,18,"West",2,2021,44,1,94352,69.4693778842496,1000,1.05485232067511,1054.85232067511
472,"Female",22,1,"West",2,2021,23,0,20723,90.7377206559875,1000,1.05485232067511,1054.85232067511
475,"Male",35,20,"South",2,2021,36,1,82783,79.4617022671236,1000,1.05485232067511,1054.85232067511
476,"Female",59,14,"East",2,2021,60,1,105539,48.0741586660489,1000,1.05485232067511,1054.85232067511
477,"Female",57,17,"West",2,2021,58,1,109339,71.9532632806352,1000,1.05485232067511,1054.85232067511
478,"Female",24,10,"East",2,2021,25,1,86084,85.0036094544539,1000,1.05485232067511,1054.85232067511
479,"Female",53,8,"North",2,2021,54,1,47918,54.6903629956718,1000,1.05485232067511,1054.85232067511
480,"Male",52,8,"West",2,2021,53,0,20378,57.302036874232,1000,1.05485232067511,1054.85232067511
481,"Male",34,17,"West",2,2021,35,0,28188,34.5060359074362,1000,1.05485232067511,1054.85232067511
482,"Male",42,12,"North",2,2021,43,0,29253,43.6584655044797,1000,1.05485232067511,1054.85232067511
483,"Male",42,9,"South",2,2021,43,0,44972,68.680906775723,1000,1.05485232067511,1054.85232067511
484,"Female",28,2,"East",2,2021,29,1,38374,95.682564647345,1000,1.05485232067511,1054.85232067511
485,"Female",21,11,"South",2,2021,22,0,20767,71.0126510182026,1000,1.05485232067511,1054.85232067511
486,"Female",54,9,"West",2,2021,55,1,70983,47.8253089655393,1000,1.05485232067511,1054.85232067511
487,"Male",47,17,"West",2,2021,48,1,27397,32.5600614091887,1000,1.05485232067511,1054.85232067511
488,"Male",56,16,"East",2,2021,57,1,78549,60.2184714732995,1000,1.05485232067511,1054.85232067511
489,"Male",43,8,"East",2,2021,44,1,73123,81.7756811632606,1000,1.05485232067511,1054.85232067511
490,"Male",38,6,"East",2,2021,39,1,44292,62.2197707849374,1000,1.05485232067511,1054.85232067511
491,"Male",48,13,"North",2,2021,49,0,61716,74.1018011665484,1000,1.05485232067511,1054.85232067511
492,"Female",35,9,"East",2,2021,36,1,50756,72.7238659106007,1000,1.05485232067511,1054.85232067511
493,"Male",38,6,"North",2,2021,39,0,20836,50.5455993283781,1000,1.05485232067511,1054.85232067511
494,"Male",42,14,"South",2,2021,43,1,49636,91.0656002642061,1000,1.05485232067511,1054.85232067511
495,"Male",26,9,"North",2,2021,27,1,77955,91.4685577043599,1000,1.05485232067511,1054.85232067511
496,"Male",58,11,"West",2,2021,59,1,40571,44.2641213567874,1000,1.05485232067511,1054.85232067511
497,"Female",57,4,"West",2,2021,58,1,32861,45.4401522735413,1000,1.05485232067511,1054.85232067511
498,"Male",65,18,"East",2,2021,66,0,52690,51.7631452825319,1000,1.05485232067511,1054.85232067511
499,"Male",28,4,"North",2,2021,29,1,71719,40.5683178142238,1000,1.05485232067511,1054.85232067511
501,"Female",31,5,"East",2,2021,32,0,52507,75.7062362113934,1000,1.05485232067511,1054.85232067511
502,"Male",22,7,"East",2,2021,23,0,30480,51.9849833971164,1000,1.05485232067511,1054.85232067511
503,"Male",62,17,"South",2,2021,63,0,34614,33.0870829861388,1000,1.05485232067511,1054.85232067511
504,"Female",42,11,"West",2,2021,43,1,26236,53.4917678006418,1000,1.05485232067511,1054.85232067511
505,"Female",37,13,"East",2,2021,38,1,64895,56.5118677703505,1000,1.05485232067511,1054.85232067511
506,"Female",60,13,"East",2,2021,61,0,43916,24.5904383715428,1000,1.05485232067511,1054.85232067511
507,"Male",23,2,"South",2,2021,24,1,34406,84.8535797944866,1000,1.05485232067511,1054.85232067511
508,"Female",64,19,"South",2,2021,65,1,48483,54.294066153061,1000,1.05485232067511,1054.85232067511
509,"Male",48,18,"South",2,2021,49,1,68422,42.2358658602786,1000,1.05485232067511,1054.85232067511
510,"Female",22,6,"South",2,2021,23,1,25205,43.9047997407721,1000,1.05485232067511,1054.85232067511
511,"Female",39,5,"South",2,2021,40,1,70058,61.2181955960967,1000,1.05485232067511,1054.85232067511
512,"Male",25,9,"East",2,2021,26,0,23502,40.0717243932787,1000,1.05485232067511,1054.85232067511
513,"Male",64,20,"West",2,2021,65,1,53143,34.7904709897582,1000,1.05485232067511,1054.85232067511
514,"Male",31,10,"South",2,2021,32,1,65125,54.7001552948917,1000,1.05485232067511,1054.85232067511
515,"Male",33,17,"South",2,2021,34,1,44259,85.714642532155,1000,1.05485232067511,1054.85232067511
516,"Female",33,8,"East",2,2021,34,1,41706,71.1550347529972,1000,1.05485232067511,1054.85232067511
517,"Female",46,6,"North",2,2021,47,1,30563,60.0009948531529,1000,1.05485232067511,1054.85232067511
518,"Female",18,18,"South",2,2021,19,1,130635,53.6399501048436,1000,1.05485232067511,1054.85232067511
519,"Female",49,15,"West",2,2021,50,1,42415,42.9111728873806,1000,1.05485232067511,1054.85232067511
520,"Female",42,11,"East",2,2021,43,1,46464,49.217900987026,1000,1.05485232067511,1054.85232067511
521,"Male",35,13,"North",2,2021,36,1,55490,46.7378695517192,1000,1.05485232067511,1054.85232067511
522,"Male",63,14,"East",2,2021,64,0,21293,25.8033972519819,1000,1.05485232067511,1054.85232067511
523,"Male",52,9,"West",2,2021,53,1,32660,28.0599243598354,1000,1.05485232067511,1054.85232067511
524,"Male",26,5,"South",2,2021,27,1,31103,65.6045753676867,1000,1.05485232067511,1054.85232067511
525,"Female",57,17,"West",2,2021,58,0,45380,47.1978837602185,1000,1.05485232067511,1054.85232067511
526,"Male",30,4,"East",2,2021,31,1,51934,67.9484022565572,1000,1.05485232067511,1054.85232067511
527,"Female",55,19,"North",2,2021,56,0,32648,52.6745326031522,1000,1.05485232067511,1054.85232067511
528,"Female",46,0,"East",2,2021,47,1,27498,58.6447016526395,1000,1.05485232067511,1054.85232067511
529,"Female",43,14,"South",2,2021,44,0,96124,38.993002055343,1000,1.05485232067511,1054.85232067511
530,"Female",50,1,"South",2,2021,51,1,20363,54.87880173615,1000,1.05485232067511,1054.85232067511
531,"Female",63,14,"North",2,2021,64,1,76512,50.4208868361792,1000,1.05485232067511,1054.85232067511
532,"Male",58,1,"East",2,2021,59,1,34973,42.1641517441291,1000,1.05485232067511,1054.85232067511
534,"Male",38,6,"North",2,2021,39,1,81152,55.6223970264452,1000,1.05485232067511,1054.85232067511
535,"Male",58,11,"South",2,2021,59,1,36628,63.2838863569459,1000,1.05485232067511,1054.85232067511
536,"Female",63,12,"North",2,2021,64,0,43702,73.4067950910796,1000,1.05485232067511,1054.85232067511
537,"Female",29,20,"West",2,2021,30,1,109134,51.8547514040722,1000,1.05485232067511,1054.85232067511
538,"Female",54,20,"North",2,2021,55,1,37100,47.5513818912406,1000,1.05485232067511,1054.85232067511
540,"Male",31,10,"East",2,2021,32,1,61075,58.317563166016,1000,1.05485232067511,1054.85232067511
541,"Male",29,20,"West",2,2021,30,1,53613,44.4716832580534,1000,1.05485232067511,1054.85232067511
542,"Female",60,7,"West",2,2021,61,0,40219,52.2779524441519,1000,1.05485232067511,1054.85232067511
543,"Male",62,3,"West",2,2021,63,0,8340,43.3307394022581,1000,1.05485232067511,1054.85232067511
544,"Female",56,13,"South",2,2021,57,1,44414,39.3554832435061,1000,1.05485232067511,1054.85232067511
545,"Female",23,3,"East",2,2021,24,1,13417,76.8572261751974,1000,1.05485232067511,1054.85232067511
546,"Male",46,17,"South",2,2021,47,1,62446,55.2633882873363,1000,1.05485232067511,1054.85232067511
547,"Female",49,5,"North",2,2021,50,1,31942,40.8650557437622,1000,1.05485232067511,1054.85232067511
548,"Female",19,9,"South",2,2021,20,1,24968,48.2148518917908,1000,1.05485232067511,1054.85232067511
549,"Female",30,16,"North",2,2021,31,0,36674,38.9621975680568,1000,1.05485232067511,1054.85232067511
550,"Male",55,1,"North",2,2021,56,1,19992,25.6122019400372,1000,1.05485232067511,1054.85232067511
551,"Male",43,13,"South",2,2021,44,1,21631,50.3140736371259,1000,1.05485232067511,1054.85232067511
552,"Male",46,3,"East",2,2021,47,0,18315,54.432324025898,1000,1.05485232067511,1054.85232067511
553,"Female",19,14,"South",2,2021,20,0,37486,79.7851477539663,1000,1.05485232067511,1054.85232067511
554,"Male",61,7,"South",2,2021,62,1,47945,34.5433819648316,1000,1.05485232067511,1054.85232067511
555,"Male",29,8,"East",2,2021,30,0,40876,85.6584291280021,1000,1.05485232067511,1054.85232067511
556,"Male",38,20,"North",2,2021,39,1,23000,75.8631792704412,1000,1.05485232067511,1054.85232067511
558,"Female",22,2,"East",2,2021,23,0,27068,77.8486588215521,1000,1.05485232067511,1054.85232067511
559,"Female",21,15,"North",2,2021,22,0,53464,66.7992773643762,1000,1.05485232067511,1054.85232067511
560,"Male",44,17,"North",2,2021,45,1,43122,25.782910041001,1000,1.05485232067511,1054.85232067511
561,"Female",40,11,"West",2,2021,41,0,25975,68.4555129397092,1000,1.05485232067511,1054.85232067511
562,"Male",23,14,"North",2,2021,24,1,81960,52.685219075704,1000,1.05485232067511,1054.85232067511
563,"Female",48,2,"South",2,2021,49,1,36502,82.3619058035346,1000,1.05485232067511,1054.85232067511
564,"Male",31,6,"East",2,2021,32,1,80035,36.9076125336543,1000,1.05485232067511,1054.85232067511
565,"Female",51,9,"East",2,2021,52,0,53840,58.5458878287369,1000,1.05485232067511,1054.85232067511
566,"Female",22,3,"North",2,2021,23,0,18748,58.7179373107699,1000,1.05485232067511,1054.85232067511
567,"Male",62,4,"East",2,2021,63,1,24191,30.7485330816548,1000,1.05485232067511,1054.85232067511
568,"Male",52,18,"South",2,2021,53,0,30494,72.1091453402086,1000,1.05485232067511,1054.85232067511
569,"Male",58,2,"North",2,2021,59,0,75349,59.5003436003512,1000,1.05485232067511,1054.85232067511
570,"Male",51,13,"West",2,2021,52,0,36339,36.0121153943083,1000,1.05485232067511,1054.85232067511
571,"Female",31,3,"South",2,2021,32,0,22327,54.4052859810156,1000,1.05485232067511,1054.85232067511
572,"Female",61,16,"South",2,2021,62,1,66808,63.4244616253481,1000,1.05485232067511,1054.85232067511
573,"Female",32,1,"South",2,2021,33,0,23573,60.4999176751997,1000,1.05485232067511,1054.85232067511
574,"Female",57,2,"West",2,2021,58,1,47560,79.3196984003171,1000,1.05485232067511,1054.85232067511
575,"Female",53,9,"East",2,2021,54,1,72298,58.1609661626673,1000,1.05485232067511,1054.85232067511
576,"Female",25,0,"West",2,2021,26,1,16135,82.0032802868964,1000,1.05485232067511,1054.85232067511
577,"Male",28,18,"South",2,2021,29,1,79960,76.4882338953505,1000,1.05485232067511,1054.85232067511
579,"Male",39,13,"West",2,2021,40,1,173283,76.071983420577,1000,1.05485232067511,1054.85232067511
580,"Male",25,11,"North",2,2021,26,1,41638,62.581860137526,1000,1.05485232067511,1054.85232067511
581,"Female",20,16,"South",2,2021,21,1,182009,82.6309438821717,1000,1.05485232067511,1054.85232067511
582,"Male",53,15,"East",2,2021,54,1,78571,56.2869062912168,1000,1.05485232067511,1054.85232067511
583,"Female",19,10,"North",2,2021,20,1,91748,68.0508490354547,1000,1.05485232067511,1054.85232067511
585,"Male",19,1,"East",2,2021,20,0,16538,69.0061330566688,1000,1.05485232067511,1054.85232067511
586,"Male",51,4,"South",2,2021,52,1,57715,42.1188303312773,1000,1.05485232067511,1054.85232067511
587,"Male",46,3,"East",2,2021,47,1,71509,76.3624956354565,1000,1.05485232067511,1054.85232067511
588,"Female",63,0,"South",2,2021,64,0,22276,43.5185557605295,1000,1.05485232067511,1054.85232067511
589,"Female",23,7,"South",2,2021,24,1,27858,68.4720762828972,1000,1.05485232067511,1054.85232067511
590,"Male",37,17,"West",2,2021,38,1,55433,74.2860240022412,1000,1.05485232067511,1054.85232067511
591,"Female",21,17,"West",2,2021,22,0,22843,55.5614186249738,1000,1.05485232067511,1054.85232067511
592,"Male",33,15,"East",2,2021,34,1,55528,49.4343264566119,1000,1.05485232067511,1054.85232067511
593,"Female",41,15,"North",2,2021,42,0,40298,61.9111730280832,1000,1.05485232067511,1054.85232067511
595,"Female",34,3,"West",2,2021,35,1,60187,59.3765920282344,1000,1.05485232067511,1054.85232067511
596,"Male",57,0,"South",2,2021,58,1,28348,31.239752829314,1000,1.05485232067511,1054.85232067511
597,"Male",58,6,"South",2,2021,59,0,8672,44.7992749251996,1000,1.05485232067511,1054.85232067511
598,"Male",63,7,"North",2,2021,64,1,67085,36.8334398051254,1000,1.05485232067511,1054.85232067511
599,"Female",60,11,"North",2,2021,61,1,88919,52.3481677791324,1000,1.05485232067511,1054.85232067511
600,"Male",39,12,"West",2,2021,40,1,30534,56.7309268952569,1000,1.05485232067511,1054.85232067511
601,"Male",27,5,"South",2,2021,28,0,17942,82.6955772967421,1000,1.05485232067511,1054.85232067511
602,"Male",62,5,"North",2,2021,63,0,37439,26.1196019072133,1000,1.05485232067511,1054.85232067511
603,"Male",45,1,"West",2,2021,46,0,42256,56.4939171533741,1000,1.05485232067511,1054.85232067511
604,"Male",27,16,"East",2,2021,28,1,65506,72.2861624732919,1000,1.05485232067511,1054.85232067511
605,"Male",22,2,"South",2,2021,23,1,15659,72.680439265238,1000,1.05485232067511,1054.85232067511
606,"Female",49,12,"East",2,2021,50,1,79412,19.4025245298697,1000,1.05485232067511,1054.85232067511
607,"Male",38,18,"North",2,2021,39,1,56105,48.40162543067,1000,1.05485232067511,1054.85232067511
608,"Female",46,1,"South",2,2021,47,1,54046,32.2719291918068,1000,1.05485232067511,1054.85232067511
609,"Female",51,6,"East",2,2021,52,0,25053,53.9193514613168,1000,1.05485232067511,1054.85232067511
610,"Male",47,7,"South",2,2021,48,1,38391,53.4877093637672,1000,1.05485232067511,1054.85232067511
611,"Female",49,14,"East",2,2021,50,1,33656,68.0938198025099,1000,1.05485232067511,1054.85232067511
612,"Female",64,2,"West",2,2021,65,1,21432,62.183858618022,1000,1.05485232067511,1054.85232067511
613,"Male",38,6,"North",2,2021,39,1,42992,40.9778477199408,1000,1.05485232067511,1054.85232067511
614,"Male",56,2,"South",2,2021,57,1,45331,49.5668578803558,1000,1.05485232067511,1054.85232067511
615,"Female",54,7,"North",2,2021,55,1,42168,27.3471577236394,1000,1.05485232067511,1054.85232067511
616,"Male",25,3,"North",2,2021,26,1,19659,57.5788786101859,1000,1.05485232067511,1054.85232067511
617,"Male",51,16,"North",2,2021,52,1,61761,47.6236341505227,1000,1.05485232067511,1054.85232067511
618,"Male",64,6,"North",2,2021,65,1,58171,48.3604200779938,1000,1.05485232067511,1054.85232067511
619,"Female",25,7,"East",2,2021,26,0,45490,72.9053645579273,1000,1.05485232067511,1054.85232067511
620,"Female",45,16,"East",2,2021,46,1,79353,50.7028512459747,1000,1.05485232067511,1054.85232067511
621,"Male",36,1,"West",2,2021,37,1,73620,63.2699240825478,1000,1.05485232067511,1054.85232067511
623,"Male",42,0,"North",2,2021,43,1,56899,95.6835290179048,1000,1.05485232067511,1054.85232067511
624,"Female",59,4,"South",2,2021,60,0,39380,55.6583477950568,1000,1.05485232067511,1054.85232067511
625,"Female",35,6,"North",2,2021,36,0,48057,77.9401171049321,1000,1.05485232067511,1054.85232067511
626,"Female",18,2,"North",2,2021,19,1,32857,72.6281428256773,1000,1.05485232067511,1054.85232067511
627,"Male",29,10,"South",2,2021,30,0,28263,85.1356678612012,1000,1.05485232067511,1054.85232067511
628,"Female",41,9,"East",2,2021,42,1,46683,58.222063918565,1000,1.05485232067511,1054.85232067511
629,"Female",58,7,"South",2,2021,59,1,27456,33.3948181293925,1000,1.05485232067511,1054.85232067511
630,"Male",52,2,"West",2,2021,53,0,15179,76.5822969202733,1000,1.05485232067511,1054.85232067511
631,"Male",51,17,"East",2,2021,52,1,63785,39.7008015092125,1000,1.05485232067511,1054.85232067511
632,"Male",56,6,"North",2,2021,57,1,57659,46.7350028488739,1000,1.05485232067511,1054.85232067511
635,"Female",37,3,"East",2,2021,38,0,35160,55.8154004980375,1000,1.05485232067511,1054.85232067511
636,"Male",62,6,"West",2,2021,63,1,44877,45.9918090545444,1000,1.05485232067511,1054.85232067511
637,"Male",50,15,"East",2,2021,51,1,68489,69.3223475936978,1000,1.05485232067511,1054.85232067511
638,"Female",45,7,"North",2,2021,46,1,39449,64.6313915456568,1000,1.05485232067511,1054.85232067511
639,"Female",40,13,"South",2,2021,41,1,45360,76.6828979649686,1000,1.05485232067511,1054.85232067511
640,"Female",27,12,"East",2,2021,28,0,20873,72.7449194018059,1000,1.05485232067511,1054.85232067511
641,"Male",35,8,"East",2,2021,36,0,22392,53.3883170178866,1000,1.05485232067511,1054.85232067511
642,"Male",30,9,"West",2,2021,31,1,26475,55.1642174677604,1000,1.05485232067511,1054.85232067511
643,"Male",32,1,"North",2,2021,33,1,21194,84.1427217897796,1000,1.05485232067511,1054.85232067511
644,"Female",37,16,"West",2,2021,38,0,50239,40.7364579506215,1000,1.05485232067511,1054.85232067511
645,"Male",54,13,"North",2,2021,55,1,59512,56.148283363153,1000,1.05485232067511,1054.85232067511
646,"Male",56,1,"West",2,2021,57,0,11497,59.2073747788146,1000,1.05485232067511,1054.85232067511
647,"Female",57,10,"North",2,2021,58,1,45600,66.3436066959858,1000,1.05485232067511,1054.85232067511
648,"Male",37,7,"East",2,2021,38,1,27064,72.8691313776517,1000,1.05485232067511,1054.85232067511
649,"Male",40,3,"North",2,2021,41,1,27286,53.4357126567583,1000,1.05485232067511,1054.85232067511
650,"Male",61,11,"West",2,2021,62,1,33619,51.551253340673,1000,1.05485232067511,1054.85232067511
651,"Female",62,18,"West",2,2021,63,1,61504,45.6824867431623,1000,1.05485232067511,1054.85232067511
652,"Male",55,3,"North",2,2021,56,1,24364,60.1845976601475,1000,1.05485232067511,1054.85232067511
653,"Male",33,2,"West",2,2021,34,0,43173,58.5551188167985,1000,1.05485232067511,1054.85232067511
654,"Female",27,9,"East",2,2021,28,1,23111,61.0738396468903,1000,1.05485232067511,1054.85232067511
655,"Female",22,14,"North",2,2021,23,1,172415,58.3898228222804,1000,1.05485232067511,1054.85232067511
656,"Male",61,13,"East",2,2021,62,1,49545,39.9238407299834,1000,1.05485232067511,1054.85232067511
